BCT2010,CenTract10,NTA2010,PUMA2010,adjunits10
4013800,36081013800,QN60,4111,1486
4014000,36081014000,QN60,4111,1486
4014100,36081014100,QN70,4101,790
4014201,36081014201,QN54,4111,1250
4014202,36081014202,QN54,4111,681
4014300,36081014300,QN70,4101,1857
4014400,36081014400,QN54,4111,649
4014500,36081014500,QN70,4101,1112
4014700,36081014700,QN70,4101,1541
4014800,36081014800,QN54,4111,600
4014900,36081014900,QN70,4101,1136
4015000,36081015000,QN54,4111,661
4015100,36081015100,QN70,4101,1338
4015200,36081015200,QN54,4111,787
4015300,36081015300,QN70,4101,1055
4015400,36081015400,QN54,4111,702
4015500,36081015500,QN70,4101,1076
4015600,36081015600,QN54,4111,897
4015700,36081015700,QN70,4101,707
4015801,36081015801,QN55,4113,1072
4015802,36081015802,QN55,4113,1259
4015900,36081015900,QN70,4101,2079
4016100,36081016100,QN70,4101,887
4016300,36081016300,QN70,4101,1725
4016400,36081016400,QN55,4113,903
4016600,36081016600,QN55,4113,1029
4016800,36081016800,QN55,4113,809
4016900,36081016900,QN31,4109,2606
4017000,36081017000,QN55,4113,757
4017100,36081017100,QN31,4109,2
4017200,36081017200,QN55,4113,628
4017400,36081017400,QN55,4113,704
4017600,36081017600,QN55,4113,649
4017800,36081017800,QN55,4113,614
4017900,36081017900,QN31,4109,446
4018000,36081018000,QN55,4113,364
4018101,36081018101,QN31,4109,1824
4018102,36081018102,QN31,4109,2018
4018200,36081018200,QN76,4112,733
4018300,36081018300,QN31,4109,2790
4018401,36081018401,QN76,4112,672
4018402,36081018402,QN76,4112,698
4018501,36081018501,QN31,4109,1709
4018502,36081018502,QN31,4109,1640
4018600,36081018600,QN76,4112,521
4018700,36081018700,QN31,4109,1243
4018800,36081018800,QN76,4112,409
4018900,36081018900,QN31,4109,1467
4019000,36081019000,QN76,4112,666
4019200,36081019200,QN76,4112,675
4019400,36081019400,QN01,4112,845
4019600,36081019600,QN01,4112,854
4019800,36081019800,QN01,4112,911
4019900,36081019900,QN31,4109,251
4020200,36081020200,QN01,4112,419
4020400,36081020400,QN61,4112,681
4020500,36081020500,QN31,4109,421
4020600,36081020600,QN61,4112,515
4020800,36081020800,QN61,4112,745
4021200,36081021200,QN61,4112,733
4021400,36081021400,QN35,4106,2192
4021600,36081021600,QN60,4111,1947
4021900,36081021900,QN31,4109,4
4022001,36081022001,QN35,4106,2857
4022002,36081022002,QN35,4106,2652
4022900,36081022900,QN99,4109,8
4023000,36081023000,QN35,4106,562
4023200,36081023200,QN35,4106,1695
4023500,36081023500,QN31,4109,2698
4023600,36081023600,QN35,4106,756
4023800,36081023800,QN61,4112,1483
4024000,36081024000,QN61,4112,1706
4024300,36081024300,QN50,4109,1997
4024500,36081024500,QN63,4109,2165
4024600,36081024600,QN61,4112,0
4024700,36081024700,QN63,4109,543
4024900,36081024900,QN63,4109,2224
4025100,36081025100,QN63,4109,2535
4025301,36081025301,QN31,4109,2086
4025302,36081025302,QN31,4109,1191
4025400,36081025400,QN01,4112,3134
4025500,36081025500,QN63,4109,582
4025700,36081025700,QN63,4109,611
4025800,36081025800,QN01,4112,604
4025900,36081025900,QN63,4109,1234
4026000,36081026000,QN01,4112,768
4026100,36081026100,QN63,4109,2391
4026200,36081026200,QN01,4112,429
4026300,36081026300,QN63,4109,2224
4026400,36081026400,QN01,4112,792
4026500,36081026500,QN50,4109,1550
4026600,36081026600,QN01,4112,828
4026700,36081026700,QN29,4107,2154
4026901,36081026901,QN29,4107,1680
4026902,36081026902,QN29,4107,1471
4027000,36081027000,QN01,4112,530
4027100,36081027100,QN29,4107,2730
4027200,36081027200,QN76,4112,592
4027300,36081027300,QN28,4102,2518
4027400,36081027400,QN76,4112,582
4027500,36081027500,QN28,4102,2261
4027600,36081027600,QN76,4112,408
4027700,36081027700,QN28,4102,2946
4027800,36081027800,QN76,4112,831
4027900,36081027900,QN28,4102,2424
4028000,36081028000,QN08,4112,545
4028100,36081028100,QN28,4102,2441
4028200,36081028200,QN08,4112,521
4028300,36081028300,QN28,4102,3105
4028400,36081028400,QN76,4112,1117
4028500,36081028500,QN28,4102,2249
4028700,36081028700,QN28,4102,2841
4028800,36081028800,QN76,4112,1413
4028900,36081028900,QN28,4102,2159
4029100,36081029100,QN28,4102,2535
4029300,36081029300,QN63,4109,430
4029400,36081029400,QN02,4112,2373
4029500,36081029500,QN63,4109,1695
4029700,36081029700,QN63,4109,770
4029900,36081029900,QN99,4101,1
4030600,36081030600,QN03,4105,1354
4030902,36081030902,QN28,4102,2835
4030903,36081030903,QN28,4102,2185
4030904,36081030904,QN28,4102,1345
4031700,36081031700,QN72,4101,2825
4032000,36081032000,QN03,4105,1160
4032700,36081032700,QN28,4102,1328
4032800,36081032800,QN66,4105,796
4032900,36081032900,QN28,4102,1238
4033000,36081033000,QN02,4112,2096
4033100,36081033100,QN98,4102,0
4033401,36081033401,QN08,4112,1101
4033402,36081033402,QN02,4112,6271
4033700,36081033700,QN28,4102,1119
4033900,36081033900,QN28,4102,1222
4034700,36081034700,QN28,4102,1093
4035100,36081035100,QN28,4102,1727
4035200,36081035200,QN08,4112,789
4035300,36081035300,QN27,4102,854
4035700,36081035700,QN27,4102,1584
4035800,36081035800,QN66,4105,1356
4036100,36081036100,QN27,4102,822
4036300,36081036300,QN27,4102,729
4036500,36081036500,QN27,4102,1067
4036600,36081036600,QN08,4112,984
4036700,36081036700,QN27,4102,916
4036800,36081036800,QN08,4112,791
4037100,36081037100,QN27,4102,532
4037300,36081037300,QN27,4102,809
4037500,36081037500,QN26,4102,1059
4037600,36081037600,QN08,4112,1994
4037700,36081037700,QN26,4102,1033
4037900,36081037900,QN26,4102,1507
4038100,36081038100,QN26,4102,1952
4038301,36081038301,QN99,4103,0
4038302,36081038302,QN99,4107,1
4038400,36081038400,QN08,4112,747
4039400,36081039400,QN08,4112,957
4039800,36081039800,QN08,4112,496
4039900,36081039900,QN25,4107,1166
4040000,36081040000,QN08,4112,429
4040100,36081040100,QN26,4102,2047
4040200,36081040200,QN08,4112,453
4040300,36081040300,QN26,4102,1827
4040400,36081040400,QN08,4112,1315
4040500,36081040500,QN26,4102,860
4040700,36081040700,QN26,4102,2070
4040900,36081040900,QN26,4102,1357
4041100,36081041100,QN25,4107,982
4041300,36081041300,QN25,4107,1169
4041400,36081041400,QN01,4112,1381
4041500,36081041500,QN25,4107,1173
4042400,36081042400,QN08,4112,772
4042600,36081042600,QN08,4112,0
4042700,36081042700,QN25,4107,1287
4043200,36081043200,QN08,4112,408
4043400,36081043400,QN01,4112,536
4043701,36081043701,QN25,4107,843
4043702,36081043702,QN25,4107,2287
4043900,36081043900,QN25,4107,1263
4044000,36081044000,QN01,4112,1312
4044301,36081044301,QN25,4107,1493
4044302,36081044302,QN25,4107,1552
4044400,36081044400,QN61,4112,1132
4044601,36081044601,QN61,4112,1296
4044602,36081044602,QN61,4112,1468
4044800,36081044800,QN35,4106,834
4045000,36081045000,QN35,4106,600
4045200,36081045200,QN35,4106,222
4045400,36081045400,QN35,4106,1599
4045500,36081045500,QN25,4107,4602
4045600,36081045600,QN35,4106,374
4045700,36081045700,QN29,4107,1158
4045800,36081045800,QN06,4106,713
4045900,36081045900,QN29,4107,1197
4046000,36081046000,QN61,4112,2009
4046100,36081046100,QN29,4107,841
4046200,36081046200,QN61,4112,2192
4046300,36081046300,QN29,4107,1210
4046400,36081046400,QN06,4106,538
4046500,36081046500,QN29,4107,1151
4046600,36081046600,QN06,4106,1410
4046700,36081046700,QN29,4107,2202
4046800,36081046800,QN61,4112,1135
4046900,36081046900,QN29,4107,2743
4047000,36081047000,QN61,4112,917
4047100,36081047100,QN29,4107,1411
4047200,36081047200,QN06,4106,1338
4047300,36081047300,QN29,4107,1638
4047500,36081047500,QN29,4107,1686
4047600,36081047600,QN06,4106,453
4047800,36081047800,QN06,4106,2242
4047900,36081047900,QN50,4109,1884
4048000,36081048000,QN61,4112,706
4048100,36081048100,QN29,4107,2399
4048200,36081048200,QN07,4112,418
4048300,36081048300,QN50,4109,1361
4048400,36081048400,QN07,4112,1614
4048500,36081048500,QN50,4109,1604
4048900,36081048900,QN50,4109,470
4049200,36081049200,QN06,4106,1839
4049301,36081049301,QN30,4110,767
4049302,36081049302,QN30,4110,990
4049500,36081049500,QN30,4110,541
4049600,36081049600,QN34,4105,866
4049700,36081049700,QN30,4110,1033
4049900,36081049900,QN29,4107,1720
4050000,36081050000,QN07,4112,1605
4050201,36081050201,QN07,4112,433
4050202,36081050202,QN07,4112,404
4050400,36081050400,QN07,4112,556
4050500,36081050500,QN21,4110,682
4050600,36081050600,QN07,4112,470
4050700,36081050700,QN21,4110,1403
4050800,36081050800,QN07,4112,715
4051000,36081051000,QN07,4112,474
4051100,36081051100,QN30,4110,833
4051200,36081051200,QN34,4105,743
4051300,36081051300,QN30,4110,871
4051500,36081051500,QN30,4110,1215
4051600,36081051600,QN34,4105,584
4051700,36081051700,QN30,4110,826
4051800,36081051800,QN08,4112,594
4052000,36081052000,QN08,4112,459
4052100,36081052100,QN30,4110,759
4052200,36081052200,QN08,4112,487
4052400,36081052400,QN08,4112,565
4052500,36081052500,QN30,4110,811
4052600,36081052600,QN08,4112,582
4052800,36081052800,QN08,4112,479
4053000,36081053000,QN08,4112,702
4053100,36081053100,QN30,4110,1323
4053200,36081053200,QN34,4105,584
4053401,36081053401,QN33,4105,636
4053500,36081053500,QN30,4110,439
4053601,36081053601,QN34,4105,496
4053800,36081053800,QN34,4105,491
4053900,36081053900,QN20,4110,1460
4054000,36081054000,QN34,4105,1300
4054200,36081054200,QN34,4105,1469
4054500,36081054500,QN20,4110,1277
4054700,36081054700,QN20,4110,1462
4054800,36081054800,QN34,4105,636
4054900,36081054900,QN20,4110,1677
4055100,36081055100,QN20,4110,1715
4055200,36081055200,QN34,4105,1041
4055300,36081055300,QN20,4110,883
4055400,36081055400,QN34,4105,749
4055500,36081055500,QN20,4110,700
4055600,36081055600,QN34,4105,620
4055700,36081055700,QN20,4110,1401
4055800,36081055800,QN34,4105,519
4055900,36081055900,QN20,4110,430
4056000,36081056000,QN34,4105,502
4056100,36081056100,QN99,4110,29
4056200,36081056200,QN34,4105,457
4056400,36081056400,QN34,4105,574
4056500,36081056500,QN19,4110,501
4056600,36081056600,QN34,4105,455
4056700,36081056700,QN19,4110,1603
4056800,36081056800,QN34,4105,1496
4057700,36081057700,QN19,4110,1430
4057900,36081057900,QN19,4110,657
4058000,36081058000,QN34,4105,1150
4058100,36081058100,QN20,4110,1095
4058200,36081058200,QN34,4105,1411
4058300,36081058300,QN20,4110,1321
4058500,36081058500,QN20,4110,1591
4058700,36081058700,QN20,4110,1385
4058900,36081058900,QN20,4110,1674
4059000,36081059000,QN33,4105,386
4059100,36081059100,QN20,4110,2141
4059200,36081059200,QN33,4105,427
4059300,36081059300,QN20,4110,1650
4059400,36081059400,QN33,4105,518
4059500,36081059500,QN20,4110,1790
4059600,36081059600,QN33,4105,444
4059800,36081059800,QN33,4105,564
4059900,36081059900,QN30,4110,595
4060000,36081060000,QN33,4105,371
4060100,36081060100,QN30,4110,851
4060300,36081060300,QN21,4110,707
4060600,36081060600,QN33,4105,475
4060701,36081060701,QN21,4110,18
4060800,36081060800,QN33,4105,459
4061000,36081061000,QN33,4105,406
4061200,36081061200,QN33,4105,495
4061301,36081061301,QN20,4110,2067
4061302,36081061302,QN20,4110,12
4061400,36081061400,QN33,4105,382
4061601,36081061601,QN66,4105,695
4061602,36081061602,QN05,4105,369
4061800,36081061800,QN66,4105,690
4061900,36081061900,QN21,4110,1178
4062000,36081062000,QN66,4105,493
4062100,36081062100,QN21,4110,1098
4062200,36081062200,QN33,4105,657
4062300,36081062300,QN19,4110,801
4062400,36081062400,QN99,4105,1
4062500,36081062500,QN19,4110,971
4062600,36081062600,QN66,4105,860
4062700,36081062700,QN19,4110,1097
4062900,36081062900,QN19,4110,1118
4063000,36081063000,QN66,4105,519
4063200,36081063200,QN66,4105,693
4063301,36081063301,QN19,4110,587
4063302,36081063302,QN19,4110,606
4063500,36081063500,QN19,4110,1023
4063700,36081063700,QN19,4110,1214
4063800,36081063800,QN05,4105,1033
4063900,36081063900,QN19,4110,1151
4064101,36081064101,QN53,4111,983
4064102,36081064102,QN99,4111,67
4064500,36081064500,QN17,4108,790
4064600,36081064600,QN66,4105,968
4065000,36081065000,QN66,4105,884
4065400,36081065400,QN05,4105,893
4065501,36081065501,QN21,4110,0
4065600,36081065600,QN05,4105,1544
4065702,36081065702,QN21,4110,779
4065703,36081065703,QN21,4110,1101
4065900,36081065900,QN21,4110,735
4066000,36081066000,QN05,4105,1028
4066100,36081066100,QN21,4110,662
4066300,36081066300,QN21,4110,996
4066400,36081066400,QN05,4105,3097
4066501,36081066501,QN21,4110,1494
4066701,36081066701,QN21,4110,1083
4066900,36081066900,QN21,4110,740
4067100,36081067100,QN21,4110,868
4067700,36081067700,QN21,4110,710
4067900,36081067900,QN21,4110,1712
4068000,36081068000,QN03,4105,1566
4068200,36081068200,QN66,4105,390
4068300,36081068300,QN29,4107,1608
4068700,36081068700,QN18,4108,1944
4069000,36081069000,QN03,4105,1085
4069300,36081069300,QN18,4108,1304
4069400,36081069400,QN03,4105,1096
4069500,36081069500,QN18,4108,882
4069701,36081069701,QN18,4108,1742
4069702,36081069702,QN18,4108,1594
4070300,36081070300,QN18,4108,845
4070700,36081070700,QN17,4108,988
4070900,36081070900,QN17,4108,1097
4071100,36081071100,QN17,4108,2899
4071303,36081071303,QN17,4108,2769
4071304,36081071304,QN17,4108,3209
4071305,36081071305,QN17,4108,2538
4071306,36081071306,QN17,4108,2910
4071600,36081071600,QN98,4105,0
4071701,36081071701,QN18,4108,2582
4071702,36081071702,QN18,4108,1943
4071900,36081071900,QN17,4108,1032
4072100,36081072100,QN17,4108,2343
4072300,36081072300,QN17,4108,866
4072900,36081072900,QN17,4108,523
4073100,36081073100,QN17,4108,588
4073700,36081073700,QN17,4108,1208
4073900,36081073900,QN17,4108,2796
4074100,36081074100,QN17,4108,1628
4074300,36081074300,QN17,4108,1968
4074500,36081074500,QN17,4108,1597
4074700,36081074700,QN17,4108,1411
4074900,36081074900,QN17,4108,577
4075701,36081075701,QN17,4108,2742
4075702,36081075702,QN17,4108,2418
4076901,36081076901,QN17,4108,2265
4076902,36081076902,QN17,4108,683
4077300,36081077300,QN60,4111,1179
4077500,36081077500,QN60,4111,1098
4077902,36081077902,QN37,4106,1801
4077903,36081077903,QN37,4106,1189
4077904,36081077904,QN37,4106,2241
4077905,36081077905,QN37,4106,1206
4077906,36081077906,QN37,4106,1483
4077907,36081077907,QN37,4106,1040
4077908,36081077908,QN37,4106,1407
4078800,36081078800,QN76,4112,564
4079000,36081079000,QN76,4112,852
4079200,36081079200,QN76,4112,792
4079300,36081079300,QN99,4106,1
4079701,36081079701,QN22,4103,2950
4079702,36081079702,QN22,4103,1694
4079900,36081079900,QN62,4103,1137
4080301,36081080301,QN62,4103,1423
4080302,36081080302,QN62,4103,1149
4080900,36081080900,QN37,4106,2806
4081400,36081081400,QN55,4113,1107
4081800,36081081800,QN55,4113,1101
4083700,36081083700,QN62,4103,1783
4083800,36081083800,QN55,4113,1589
4084000,36081084000,QN55,4113,1971
4084500,36081084500,QN22,4103,2135
4084601,36081084601,QN55,4113,937
4084602,36081084602,QN55,4113,265
4084900,36081084900,QN22,4103,2697
4085300,36081085300,QN22,4103,2159
4085500,36081085500,QN22,4103,2650
4085700,36081085700,QN22,4103,1950
4085900,36081085900,QN22,4103,2169
4086100,36081086100,QN52,4103,889
4086300,36081086300,QN51,4103,2726
4086400,36081086400,QN55,4113,842
4086500,36081086500,QN22,4103,2255
4086900,36081086900,QN22,4103,804
4087100,36081087100,QN22,4103,1580
4088400,36081088400,QN57,4113,3020
4088901,36081088901,QN22,4103,4485
4089200,36081089200,QN57,4113,2731
4090700,36081090700,QN23,4103,475
4091601,36081091601,QN10,4114,2698
4091602,36081091602,QN99,4114,0
4091800,36081091800,QN99,4114,9
4091900,36081091900,QN23,4103,1782
4092200,36081092200,QN10,4114,873
4092500,36081092500,QN23,4103,1334
4092800,36081092800,QN10,4114,1289
4092900,36081092900,QN23,4103,2325
4093401,36081093401,QN10,4114,1574
4093402,36081093402,QN10,4114,1993
4093800,36081093800,QN10,4114,2678
4093900,36081093900,QN23,4103,1644
4094201,36081094201,QN10,4114,1337
4094202,36081094202,QN12,4114,1860
4094203,36081094203,QN12,4114,2717
4094500,36081094500,QN49,4103,1460
4094700,36081094700,QN23,4103,863
4095400,36081095400,QN12,4114,1919
4096400,36081096400,QN12,4114,1435
4097202,36081097202,QN12,4114,1139
4097203,36081097203,QN12,4114,2433
4097204,36081097204,QN12,4114,1151
4097300,36081097300,QN49,4103,760
4098100,36081098100,QN49,4103,837
4098700,36081098700,QN49,4103,983
4099100,36081099100,QN49,4103,3068
4099200,36081099200,QN12,4114,1335
4099701,36081099701,QN47,4103,1284
4099703,36081099703,QN47,4103,2003
4099704,36081099704,QN47,4103,4034
4099705,36081099705,QN47,4103,1110
4099801,36081099801,QN15,4114,2573
4099802,36081099802,QN15,4114,2954
4099900,36081099900,QN47,4103,0
4100801,36081100801,QN15,4114,668
4100802,36081100802,QN15,4114,2513
4101001,36081101001,QN15,4114,3434
4101002,36081101002,QN15,4114,1720
4101700,36081101700,QN47,4103,2532
4102900,36081102900,QN49,4103,1330
4103201,36081103201,QN15,4114,2067
4103202,36081103202,QN15,4114,1876
4103300,36081103300,QN49,4103,1570
4103900,36081103900,QN49,4103,2275
4104700,36081104700,QN51,4103,2909
4105900,36081105900,QN51,4103,1339
4107201,36081107201,QN10,4114,1005
4107202,36081107202,QN99,4114,0
4108500,36081108500,QN46,4104,992
4109300,36081109300,QN46,4104,1088
4109700,36081109700,QN46,4104,682
4109900,36081109900,QN46,4104,1198
4111300,36081111300,QN46,4104,901
4112300,36081112300,QN46,4104,868
4112900,36081112900,QN46,4104,943
4113300,36081113300,QN46,4104,656
4113900,36081113900,QN48,4104,1488
4114100,36081114100,QN51,4103,881
4114700,36081114700,QN51,4103,633
4115100,36081115100,QN51,4103,388
4115500,36081115500,QN51,4103,730
4115700,36081115700,QN51,4103,1306
4115900,36081115900,QN51,4103,1466
4116100,36081116100,QN22,4103,1601
4116300,36081116300,QN51,4103,2919
4116700,36081116700,QN51,4103,696
4117100,36081117100,QN51,4103,1013
4117500,36081117500,QN51,4103,2011
4118100,36081118100,QN48,4104,729
4118500,36081118500,QN52,4103,735
4118700,36081118700,QN52,4103,807
4118900,36081118900,QN52,4103,768
4119100,36081119100,QN52,4103,1153
4119300,36081119300,QN52,4103,799
4119500,36081119500,QN52,4103,463
4119900,36081119900,QN52,4103,500
4120100,36081120100,QN52,4103,507
4120300,36081120300,QN52,4103,524
4120500,36081120500,QN52,4103,1057
4120700,36081120700,QN52,4103,929
4121100,36081121100,QN99,4103,0
4121500,36081121500,QN62,4103,1369
4122300,36081122300,QN38,4106,1232
4122701,36081122701,QN38,4106,4421
4122702,36081122702,QN38,4106,2788
4124100,36081124100,QN38,4106,1337
4124700,36081124700,QN38,4106,1205
4125700,36081125700,QN37,4106,1064
4126500,36081126500,QN38,4106,594
4126700,36081126700,QN38,4106,717
4127700,36081127700,QN06,4106,1191
4128300,36081128300,QN99,4106,48
4129102,36081129102,QN42,4104,1274
4129103,36081129103,QN42,4104,2040
4129104,36081129104,QN42,4104,1931
4130100,36081130100,QN43,4105,1607
4133300,36081133300,QN41,4106,1369
4133900,36081133900,QN41,4106,446
4134100,36081134100,QN41,4106,1091
4134700,36081134700,QN41,4106,3964
4136700,36081136700,QN42,4104,2470
4137700,36081137700,QN42,4104,2423
4138501,36081138501,QN42,4104,1526
4138502,36081138502,QN99,4104,0
4139900,36081139900,QN46,4104,578
4140300,36081140300,QN46,4104,806
4140901,36081140901,QN46,4104,309
4140902,36081140902,QN48,4104,890
4141700,36081141700,QN48,4104,1553
4142900,36081142900,QN48,4104,1295
4143500,36081143500,QN46,4104,750
4144100,36081144100,QN46,4104,1218
4144700,36081144700,QN46,4104,1009
4145101,36081145101,QN48,4104,489
4145102,36081145102,QN46,4104,827
4145900,36081145900,QN48,4104,981
4146300,36081146300,QN46,4104,1042
4146700,36081146700,QN46,4104,1318
4147100,36081147100,QN46,4104,1382
4147900,36081147900,QN45,4104,1769
4148300,36081148300,QN45,4104,1075
4150701,36081150701,QN45,4104,1116
4150702,36081150702,QN45,4104,1275
4152901,36081152901,QN45,4104,2635
4152902,36081152902,QN45,4104,2274
4155101,36081155101,QN44,4105,1852
4155102,36081155102,QN44,4105,3567
4156700,36081156700,QN43,4105,266
4157101,36081157101,QN43,4105,2548
4157102,36081157102,QN43,4105,600
4157901,36081157901,QN44,4105,1803
4157902,36081157902,QN44,4105,1136
4157903,36081157903,QN44,4105,1390
4161700,36081161700,QN43,4105,1523
4162100,36081162100,QN43,4105,2134
4990100,36081990100,QN99,4114,0
5000300,36085000300,SI22,3903,1199
5000600,36085000600,SI37,3903,1336
5000700,36085000700,SI22,3903,2308
5000800,36085000800,SI37,3903,2009
5000900,36085000900,SI22,3903,907
5001100,36085001100,SI22,3903,1431
5001700,36085001700,SI37,3903,649
5001800,36085001800,SI14,3902,316
5002001,36085002001,SI37,3903,1075
5002002,36085002002,SI14,3902,1325
5002100,36085002100,SI37,3903,1544
5002700,36085002700,SI37,3903,505
5002900,36085002900,SI37,3903,1904
5003300,36085003300,SI08,3903,1450
5003600,36085003600,SI37,3903,864
5003900,36085003900,SI08,3903,995
5004000,36085004000,SI08,3903,4524
5004700,36085004700,SI08,3903,1212
5005000,36085005000,SI14,3902,1508
5005900,36085005900,SI35,3903,1194
5006400,36085006400,SI14,3902,1313
5006700,36085006700,SI35,3903,1212
5007000,36085007000,SI36,3902,2944
5007400,36085007400,SI14,3902,1785
5007500,36085007500,SI35,3903,1302
5007700,36085007700,SI22,3903,568
5008100,36085008100,SI22,3903,1874
5008900,36085008900,SI22,3903,0
5009601,36085009601,SI36,3902,1587
5009602,36085009602,SI36,3902,1437
5009700,36085009700,SI22,3903,1443
5010500,36085010500,SI35,3903,1862
5011201,36085011201,SI36,3902,2185
5011202,36085011202,SI45,3902,2427
5011401,36085011401,SI36,3902,1373
5011402,36085011402,SI45,3902,1407
5012100,36085012100,SI35,3903,1178
5012200,36085012200,SI45,3902,1536
5012500,36085012500,SI22,3903,1029
5012804,36085012804,SI45,3902,1702
5012805,36085012805,SI25,3901,1154
5012806,36085012806,SI25,3901,2569
5013201,36085013201,SI25,3901,599
5013203,36085013203,SI54,3901,2147
5013204,36085013204,SI25,3901,1918
5013301,36085013301,SI22,3903,635
5013302,36085013302,SI22,3903,1100
5013400,36085013400,SI45,3902,1606
5013800,36085013800,SI25,3901,2458
5014100,36085014100,SI22,3903,976
5014604,36085014604,SI54,3901,2628
5014605,36085014605,SI54,3901,1422
5014606,36085014606,SI54,3901,2429
5014607,36085014607,SI54,3901,1701
5014608,36085014608,SI54,3901,1274
5014700,36085014700,SI07,3903,1524
5015100,36085015100,SI07,3903,2087
5015400,36085015400,SI99,3901,0
5015601,36085015601,SI54,3901,2504
5015602,36085015602,SI01,3901,1206
5015603,36085015603,SI54,3901,1727
5016901,36085016901,SI07,3903,1146
5017005,36085017005,SI01,3901,1745
5017007,36085017007,SI48,3901,1737
5017008,36085017008,SI48,3901,2690
5017009,36085017009,SI48,3901,1675
5017010,36085017010,SI48,3901,3097
5017011,36085017011,SI01,3901,1822
5017012,36085017012,SI01,3901,1723
5017300,36085017300,SI05,3902,962
5017600,36085017600,SI01,3901,1760
5017700,36085017700,SI24,3902,2528
5018100,36085018100,SI24,3902,1067
5018701,36085018701,SI07,3903,662
5018702,36085018702,SI05,3902,2365
5018901,36085018901,SI07,3903,2099
5018902,36085018902,SI05,3902,1795
5019700,36085019700,SI07,3903,723
5019800,36085019800,SI01,3901,2352
5020100,36085020100,SI07,3903,1291
5020700,36085020700,SI28,3903,2006
5020801,36085020801,SI32,3901,3321
5020803,36085020803,SI32,3901,2344
5020804,36085020804,SI32,3901,2029
5021300,36085021300,SI28,3903,1691
5022300,36085022300,SI12,3903,936
5022600,36085022600,SI11,3901,2780
5022800,36085022800,SI05,3902,36
5023100,36085023100,SI12,3903,1536
5023900,36085023900,SI12,3903,1092
5024401,36085024401,SI11,3901,2142
5024402,36085024402,SI11,3901,1689
5024700,36085024700,SI28,3903,989
5024800,36085024800,SI11,3901,1778
5025100,36085025100,SI28,3903,2201
5027301,36085027301,SI05,3902,1559
5027302,36085027302,SI05,3902,1310
5027702,36085027702,SI24,3902,3002
5027704,36085027704,SI24,3902,1576
5027705,36085027705,SI24,3902,2004
5027706,36085027706,SI24,3902,1188
5027900,36085027900,SI24,3902,730
5029102,36085029102,SI05,3902,1012
5029103,36085029103,SI05,3902,2818
5029104,36085029104,SI05,3902,2411
5030301,36085030301,SI12,3903,1832
5030302,36085030302,SI12,3903,2020
5031901,36085031901,SI12,3903,1101
5031902,36085031902,SI12,3903,1729
5032300,36085032300,SI12,3903,472
5990100,36085990100,SI99,3901,0
