NTA Code,2022 # ELA Tested - All Students,2022 # ELA Tested - Asian,2022 # ELA Tested - Black,2022 # ELA Tested - Hispanic,2022 # ELA Tested - White,2022 # ELA Tested - Multi-Racial,2022 # ELA Tested - Native American,2022 # ELA Tested - Missing Race/Ethnicity Data,2022 # ELA Proficient - All Students,2022 # ELA Proficient - Asian,2022 # ELA Proficient - Black,2022 # ELA Proficient - Hispanic,2022 # ELA Proficient - White,2022 # ELA Proficient - Multi-Racial,2022 # ELA Proficient - Native American,2022 # ELA Proficient - Missing Race/Ethnicity Data,2022 ELA % Proficient - All Students,2022 ELA % Proficient - Asian,2022 ELA % Proficient - Black,2022 ELA % Proficient - Hispanic,2022 ELA % Proficient - White,2022 ELA % Proficient - Multi-Racial,2022 ELA % Proficient - Native American,2022 ELA % Proficient - Missing Race/Ethnicity Data,2022 # Math Tested - All Students,2022 # Math Tested - Asian,2022 # Math Tested - Black,2022 # Math Tested - Hispanic,2022 # Math Tested - White,2022 # Math Tested - Multi-Racial,2022 # Math Tested - Native American,2022 # Math Tested - Missing Race/Ethnicity Data,2022 Math # Proficient - All Students,2022 Math # Proficient - Asian,2022 Math # Proficient - Black,2022 Math # Proficient - Hispanic,2022 Math # Proficient - White,2022 Math # Proficient - Multi-Racial,2022 Math # Proficient - Native American,2022 Math # Proficient - Missing Race/Ethnicity Data,2022 Math % Proficient - All Students,2022 Math % Proficient - Asian,2022 Math % Proficient - Black,2022 Math % Proficient - Hispanic,2022 Math % Proficient - White,2022 Math % Proficient - Multi-Racial,2022 Math % Proficient - Native American,2022 Math % Proficient - Missing Race/Ethnicity Data,2022 # Grad Cohort - All Students,2022 # Grad Cohort - Asian,2022 # Grad Cohort - Black,2022 # Grad Cohort - Hispanic,2022 # Grad Cohort - White,2022 # Grad Cohort - Multi-Racial,2022 # Grad Cohort - Native American,2022 # Grad Cohort - Missing Race/Ethnicity Data,2022 # Grads - All Students,2022 # Grads - Asian,2022 # Grads - Black,2022 # Grads - Hispanic,2022 # Grads - White,2022 # Grads - Multi-Racial,2022 # Grads - Native American,2022 # Grads - Missing Race/Ethnicity Data,2022 % Grads - All Students,2022 % Grads - Asian,2022 % Grads - Black,2022 % Grads - Hispanic,2022 % Grads - White,2022 % Grads - Multi-Racial,2022 % Grads - Native American,2022 % Grads - Missing Race/Ethnicity Data,2022 # Dropout - All Students,2022 # Dropout - Asian,2022 # Dropout - Black,2022 # Dropout - Hispanic,2022 # Dropout - White,2022 # Dropout - Multi-Racial,2022 # Dropout - Native American,2022 # Dropout - Missing Race/Ethnicity Data,2022 % Dropout - All Students,2022 % Dropout - Asian,2022 % Dropout - Black,2022 % Dropout - Hispanic,2022 % Dropout - White,2022 % Dropout - Multi-racial,2022 % Dropout - Native American,2022 % Dropout - Missing Race/Ethnicity Data
BX1202,2000,30,1245,668,28,14,14,1,705,17,485,187,7,4,4,1,35.3,56.7,39.0,28.0,25.0,28.6,28.6,100.0,1834,27,1119,634,29,12,12,1,390,14,246,118,3,5,3,1,21.3,51.9,22.0,18.6,10.3,41.7,25.0,100.0,478,9,326,123,11,0,6,3,403,9,279,101,7,0,4,3,84.3,100.0,85.6,82.1,63.6,na,66.7,100.0,19,0,10,8,0,0,1,0,4.0,0.0,3.1,6.5,0.0,na,16.7,0.0
BX1203,1924,79,885,662,219,23,54,2,749,38,327,206,140,17,19,2,38.9,48.1,36.9,31.1,63.9,73.9,35.2,100.0,1772,71,776,629,223,21,51,1,484,30,189,122,123,7,13,0,27.3,42.3,24.4,19.4,55.2,33.3,25.5,0.0,365,15,217,99,17,0,15,2,321,14,195,83,13,0,14,2,87.9,93.3,89.9,83.8,76.5,na,93.3,100.0,7,1,3,2,0,0,1,0,1.9,6.7,1.4,2.0,0.0,na,6.7,0.0
BX1271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na
BX2691,4,1,2,1,0,0,0,0,2,1,1,0,0,0,0,0,50.0,100.0,50.0,0.0,na,na,na,na,3,1,1,1,0,0,0,0,2,1,0,1,0,0,0,0,66.7,100.0,0.0,100.0,na,na,na,na,2,0,0,1,1,0,0,0,2,0,0,1,1,0,0,0,100.0,na,na,100.0,100.0,na,na,na,0,0,0,0,0,0,0,0,0.0,na,na,0.0,0.0,na,na,na
BX2791,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,na,na,0.0,na,na,na,na,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,na,na,0.0,na,na,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na
MN0101,1179,291,29,138,590,123,5,3,964,260,19,96,470,111,5,3,81.8,89.3,65.5,69.6,79.7,90.2,100.0,100.0,1048,258,28,122,522,110,5,3,839,234,12,83,405,99,4,2,80.1,90.7,42.9,68.0,77.6,90.0,80.0,66.7,145,37,5,15,77,11,0,0,142,37,4,15,75,11,0,0,97.9,100.0,80.0,100.0,97.4,100.0,na,na,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,na,na
MN0102,475,82,4,40,296,52,0,1,419,77,2,35,256,48,0,1,88.2,93.9,50.0,87.5,86.5,92.3,na,100.0,420,72,4,35,265,43,0,1,345,66,3,25,213,37,0,1,82.1,91.7,75.0,71.4,80.4,86.0,na,100.0,65,10,0,6,37,10,0,2,63,10,0,5,36,10,0,2,96.9,100.0,na,83.3,97.3,100.0,na,100.0,0,0,0,0,0,0,0,0,0.0,0.0,na,0.0,0.0,0.0,na,0.0
MN0201,462,322,6,33,83,18,0,0,341,238,3,19,67,14,0,0,73.8,73.9,50.0,57.6,80.7,77.8,na,na,406,286,5,27,71,17,0,0,294,220,2,8,53,11,0,0,72.4,76.9,40.0,29.6,74.6,64.7,na,na,81,41,2,10,23,4,1,0,78,38,2,10,23,4,1,0,96.3,92.7,100.0,100.0,100.0,100.0,100.0,na,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,na
MN0202,382,38,9,45,250,40,0,0,335,35,6,35,222,37,0,0,87.7,92.1,66.7,77.8,88.8,92.5,na,na,340,34,7,39,224,36,0,0,286,27,3,29,194,33,0,0,84.1,79.4,42.9,74.4,86.6,91.7,na,na,67,6,1,2,52,6,0,0,64,6,1,2,50,5,0,0,95.5,100.0,100.0,100.0,96.2,83.3,na,na,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,na,na
MN0203,349,23,12,62,224,26,0,2,268,17,7,40,182,21,0,1,76.8,73.9,58.3,64.5,81.3,80.8,na,50.0,301,20,11,50,193,25,0,2,200,14,3,25,138,19,0,1,66.4,70.0,27.3,50.0,71.5,76.0,na,50.0,50,2,1,6,33,6,1,1,49,2,1,6,32,6,1,1,98.0,100.0,100.0,100.0,97.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MN0301,1704,1178,182,280,34,24,3,3,1062,864,45,105,25,18,2,3,62.3,73.3,24.7,37.5,73.5,75.0,66.7,100.0,1492,1029,164,239,30,24,3,3,901,791,21,45,24,17,0,3,60.4,76.9,12.8,18.8,80.0,70.8,0.0,100.0,327,234,26,55,6,3,1,2,301,227,20,45,4,3,0,2,92.0,97.0,76.9,81.8,66.7,100.0,0.0,100.0,10,1,3,6,0,0,0,0,3.1,0.4,11.5,10.9,0.0,0.0,0.0,0.0
MN0302,1275,416,162,457,181,47,10,2,696,304,44,163,139,40,4,2,54.6,73.1,27.2,35.7,76.8,85.1,40.0,100.0,1160,389,143,409,166,43,9,1,556,299,18,91,107,37,3,1,47.9,76.9,12.6,22.2,64.5,86.0,33.3,100.0,317,92,36,141,37,7,3,1,277,84,30,116,36,7,3,1,87.4,91.3,83.3,82.3,97.3,100.0,100.0,100.0,5,2,0,3,0,0,0,0,1.6,2.2,0.0,2.1,0.0,0.0,0.0,0.0
MN0303,960,141,197,466,132,15,8,1,388,97,43,153,83,11,0,1,40.4,68.8,21.8,32.8,62.9,73.3,0.0,100.0,878,131,187,422,115,16,7,0,272,94,14,85,69,10,0,0,31.0,71.8,7.5,20.1,60.0,62.5,0.0,na,264,42,63,121,29,2,4,3,223,41,50,97,26,2,4,3,84.5,97.6,79.4,80.2,89.7,100.0,100.0,100.0,7,0,3,2,2,0,0,0,2.7,0.0,4.8,1.7,6.9,0.0,0.0,0.0
MN0401,855,104,127,313,249,58,2,2,487,82,31,121,203,47,1,2,57.0,78.8,24.4,38.7,81.5,81.0,50.0,100.0,719,87,113,255,208,53,1,2,341,65,12,67,154,41,0,2,47.4,74.7,10.6,26.3,74.0,77.4,0.0,100.0,163,15,36,55,51,5,0,1,140,15,26,44,49,5,0,1,85.9,100.0,72.2,80.0,96.1,100.0,na,100.0,1,0,1,0,0,0,0,0,0.6,0.0,2.8,0.0,0.0,0.0,na,0.0
MN0402,677,110,93,281,166,26,1,0,375,89,39,112,111,23,1,0,55.4,80.9,41.9,39.9,66.9,88.5,100.0,na,593,91,83,247,149,22,1,0,268,70,20,71,89,17,1,0,45.2,76.9,24.1,28.7,59.7,77.3,100.0,na,144,23,15,59,36,9,1,1,131,23,12,57,32,5,1,1,91.0,100.0,80.0,96.6,88.9,55.6,100.0,100.0,3,0,0,0,2,1,0,0,2.1,0.0,0.0,0.0,5.6,11.1,0.0,0.0
MN0501,287,42,38,57,119,31,0,0,195,37,9,25,100,24,0,0,67.9,88.1,23.7,43.9,84.0,77.4,na,na,259,40,33,54,107,25,0,0,147,37,4,10,77,19,0,0,56.8,92.5,12.1,18.5,72.0,76.0,na,na,38,7,4,7,17,2,0,1,34,7,4,4,16,2,0,1,89.5,100.0,100.0,57.1,94.1,100.0,na,100.0,2,0,0,1,1,0,0,0,5.3,0.0,0.0,14.3,5.9,0.0,na,0.0
MN0502,154,20,32,35,58,7,0,2,91,20,8,10,44,7,0,2,59.1,100.0,25.0,28.6,75.9,100.0,na,100.0,136,19,30,31,49,6,0,1,65,19,4,4,31,6,0,1,47.8,100.0,13.3,12.9,63.3,100.0,na,100.0,29,2,3,10,14,0,0,0,27,2,3,10,12,0,0,0,93.1,100.0,100.0,100.0,85.7,na,na,na,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,na,na,na
MN0601,392,54,12,54,228,41,1,2,331,51,9,43,196,29,1,2,84.4,94.4,75.0,79.6,86.0,70.7,100.0,100.0,345,49,10,53,195,35,1,2,259,40,6,37,149,25,1,1,75.1,81.6,60.0,69.8,76.4,71.4,100.0,50.0,60,7,3,10,32,6,1,1,59,7,3,10,31,6,1,1,98.3,100.0,100.0,100.0,96.9,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MN0602,212,39,3,25,126,16,1,2,170,34,2,15,101,15,1,2,80.2,87.2,66.7,60.0,80.2,93.8,100.0,100.0,183,35,3,17,112,13,1,2,134,30,1,10,81,10,1,1,73.2,85.7,33.3,58.8,72.3,76.9,100.0,50.0,38,6,5,6,19,0,0,2,37,6,5,5,19,0,0,2,97.4,100.0,100.0,83.3,100.0,na,na,100.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,na,na,0.0
MN0603,658,199,39,121,254,40,3,2,490,168,19,68,200,32,1,2,74.5,84.4,48.7,56.2,78.7,80.0,33.3,100.0,568,178,32,97,225,32,3,1,404,156,10,43,166,27,1,1,71.1,87.6,31.3,44.3,73.8,84.4,33.3,100.0,135,31,12,29,49,10,1,3,124,30,10,25,45,10,1,3,91.9,96.8,83.3,86.2,91.8,100.0,100.0,100.0,2,0,1,1,0,0,0,0,1.5,0.0,8.3,3.4,0.0,0.0,0.0,0.0
MN0604,432,107,2,52,216,51,2,2,358,98,2,31,177,46,2,2,82.9,91.6,100.0,59.6,81.9,90.2,100.0,100.0,388,98,1,41,198,47,2,1,301,90,1,20,145,42,2,1,77.6,91.8,100.0,48.8,73.2,89.4,100.0,100.0,75,13,2,10,46,3,0,1,69,13,1,10,42,2,0,1,92.0,100.0,50.0,100.0,91.3,66.7,na,100.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,na,0.0
MN0661,5,3,0,0,2,0,0,0,5,3,0,0,2,0,0,0,100.0,100.0,na,na,100.0,na,na,na,4,3,0,0,1,0,0,0,3,3,0,0,0,0,0,0,75.0,100.0,na,na,0.0,na,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na
MN0701,1145,184,116,206,556,72,5,6,867,162,42,94,499,61,4,5,75.7,88.0,36.2,45.6,89.7,84.7,80.0,83.3,965,153,102,172,464,64,4,6,694,138,28,66,403,52,3,4,71.9,90.2,27.5,38.4,86.9,81.3,75.0,66.7,188,16,14,33,109,5,1,10,180,15,13,29,107,5,1,10,95.7,93.8,92.9,87.9,98.2,100.0,100.0,100.0,2,0,0,2,0,0,0,0,1.1,0.0,0.0,6.1,0.0,0.0,0.0,0.0
MN0702,1772,150,101,398,971,133,4,15,1389,133,44,226,852,119,2,13,78.4,88.7,43.6,56.8,87.7,89.5,50.0,86.7,1493,128,81,340,819,109,4,12,1072,116,30,156,664,95,1,10,71.8,90.6,37.0,45.9,81.1,87.2,25.0,83.3,295,15,25,64,172,14,1,4,283,15,22,62,165,14,1,4,95.9,100.0,88.0,96.9,95.9,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MN0703,1036,43,191,471,286,33,4,8,550,38,52,179,249,25,2,5,53.1,88.4,27.2,38.0,87.1,75.8,50.0,62.5,890,38,161,415,233,31,5,7,382,33,30,110,180,21,1,7,42.9,86.8,18.6,26.5,77.3,67.7,20.0,100.0,246,11,47,97,73,8,3,7,224,11,41,83,72,8,2,7,91.1,100.0,87.2,85.6,98.6,100.0,66.7,100.0,1,0,0,1,0,0,0,0,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MN0801,1397,284,66,157,778,97,4,11,1168,243,37,117,671,90,3,7,83.6,85.6,56.1,74.5,86.2,92.8,75.0,63.6,1287,255,60,152,714,92,5,9,1000,226,21,86,577,77,5,8,77.7,88.6,35.0,56.6,80.8,83.7,100.0,88.9,194,27,13,21,111,16,2,4,188,27,12,18,110,16,1,4,96.9,100.0,92.3,85.7,99.1,100.0,50.0,100.0,2,0,1,0,1,0,0,0,1.0,0.0,7.7,0.0,0.9,0.0,0.0,0.0
MN0802,576,103,11,46,396,14,1,5,496,93,9,32,344,12,1,5,86.1,90.3,81.8,69.6,86.9,85.7,100.0,100.0,537,96,11,46,368,13,1,2,442,90,6,27,306,11,0,2,82.3,93.8,54.5,58.7,83.2,84.6,0.0,100.0,68,10,1,5,45,2,3,2,67,10,1,5,44,2,3,2,98.5,100.0,100.0,100.0,97.8,100.0,100.0,100.0,1,0,0,0,1,0,0,0,1.5,0.0,0.0,0.0,2.2,0.0,0.0,0.0
MN0803,1352,210,96,204,727,96,5,14,1082,188,40,117,630,89,4,14,80.0,89.5,41.7,57.4,86.7,92.7,80.0,100.0,1203,191,76,181,650,89,5,11,903,178,18,82,536,77,3,9,75.1,93.2,23.7,45.3,82.5,86.5,60.0,81.8,243,31,19,37,140,8,5,3,233,30,17,34,136,8,5,3,95.9,96.8,89.5,91.9,97.1,100.0,100.0,100.0,4,1,0,2,1,0,0,0,1.6,3.2,0.0,5.4,0.7,0.0,0.0,0.0
MN0901,451,40,103,198,92,9,1,8,234,33,27,75,82,9,0,8,51.9,82.5,26.2,37.9,89.1,100.0,0.0,100.0,390,31,93,177,78,7,1,3,161,24,15,49,64,6,0,3,41.3,77.4,16.1,27.7,82.1,85.7,0.0,100.0,121,8,41,38,27,4,0,3,106,8,31,33,27,4,0,3,87.6,100.0,75.6,86.8,100.0,100.0,na,100.0,5,0,3,2,0,0,0,0,4.1,0.0,7.3,5.3,0.0,0.0,na,0.0
MN0902,621,14,166,407,24,3,6,1,201,7,49,129,13,1,1,1,32.4,50.0,29.5,31.7,54.2,33.3,16.7,100.0,573,13,159,367,24,3,6,1,110,7,25,65,11,1,0,1,19.2,53.8,15.7,17.7,45.8,33.3,0.0,100.0,178,4,35,123,11,1,3,1,148,4,25,104,10,1,3,1,83.1,100.0,71.4,84.6,90.9,100.0,100.0,100.0,11,0,4,6,1,0,0,0,6.2,0.0,11.4,4.9,9.1,0.0,0.0,0.0
MN0903,1063,27,204,724,80,17,9,2,378,12,63,237,54,8,3,1,35.6,44.4,30.9,32.7,67.5,47.1,33.3,50.0,979,28,177,686,65,15,6,2,256,9,30,167,38,8,2,2,26.1,32.1,16.9,24.3,58.5,53.3,33.3,100.0,281,11,64,183,19,1,1,2,232,10,50,150,18,1,1,2,82.6,90.9,78.1,82.0,94.7,100.0,100.0,100.0,13,0,5,8,0,0,0,0,4.6,0.0,7.8,4.4,0.0,0.0,0.0,0.0
MN1001,1152,69,486,342,186,54,8,7,519,52,160,110,148,39,5,5,45.1,75.4,32.9,32.2,79.6,72.2,62.5,71.4,1030,62,440,316,154,45,7,6,316,43,66,50,120,32,1,4,30.7,69.4,15.0,15.8,77.9,71.1,14.3,66.7,313,7,154,99,40,7,2,4,254,7,122,77,37,6,1,4,81.2,100.0,79.2,77.8,92.5,85.7,50.0,100.0,11,0,5,5,0,0,1,0,3.5,0.0,3.2,5.1,0.0,0.0,50.0,0.0
MN1002,1993,54,1011,769,95,37,26,1,622,30,274,231,57,24,6,0,31.2,55.6,27.1,30.0,60.0,64.9,23.1,0.0,1841,50,926,720,89,30,26,0,323,23,115,120,46,14,5,0,17.5,46.0,12.4,16.7,51.7,46.7,19.2,na,549,9,284,205,22,7,16,6,419,8,203,163,22,5,12,6,76.3,88.9,71.5,79.5,100.0,71.4,75.0,100.0,23,0,16,7,0,0,0,0,4.2,0.0,5.6,3.4,0.0,0.0,0.0,0.0
MN1101,1648,168,438,894,110,25,7,6,740,130,145,359,80,15,5,6,44.9,77.4,33.1,40.2,72.7,60.0,71.4,100.0,1495,150,394,809,104,26,7,5,515,120,79,222,71,15,4,4,34.4,80.0,20.1,27.4,68.3,57.7,57.1,80.0,398,33,101,217,25,6,9,7,331,28,79,181,24,5,7,7,83.2,84.8,78.2,83.4,96.0,83.3,77.8,100.0,14,1,6,7,0,0,0,0,3.5,3.0,5.9,3.2,0.0,0.0,0.0,0.0
MN1102,2215,78,644,1381,61,28,18,5,776,51,183,481,33,17,8,3,35.0,65.4,28.4,34.8,54.1,60.7,44.4,60.0,1962,69,573,1216,55,28,17,4,391,43,64,238,25,15,4,2,19.9,62.3,11.2,19.6,45.5,53.6,23.5,50.0,540,26,174,303,16,5,12,4,427,25,133,237,13,5,10,4,79.1,96.2,76.4,78.2,81.3,100.0,83.3,100.0,22,1,8,13,0,0,0,0,4.1,3.8,4.6,4.3,0.0,0.0,0.0,0.0
MN1191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na
MN1201,1766,40,97,1502,105,15,6,1,648,22,42,503,70,9,1,1,36.7,55.0,43.3,33.5,66.7,60.0,16.7,100.0,1650,33,86,1420,91,14,5,1,471,22,26,355,57,9,1,1,28.5,66.7,30.2,25.0,62.6,64.3,20.0,100.0,539,7,31,473,17,4,2,5,467,7,23,411,16,4,1,5,86.6,100.0,74.2,86.9,94.1,100.0,50.0,100.0,15,0,1,14,0,0,0,0,2.8,0.0,3.2,3.0,0.0,0.0,0.0,0.0
MN1202,1795,46,55,1347,305,39,1,2,860,37,24,510,254,33,1,1,47.9,80.4,43.6,37.9,83.3,84.6,100.0,50.0,1697,41,55,1283,278,37,1,2,546,32,22,279,185,27,0,1,32.2,78.0,40.0,21.7,66.5,73.0,0.0,50.0,456,10,5,381,45,7,4,4,403,10,5,329,44,7,4,4,88.4,100.0,100.0,86.4,97.8,100.0,100.0,100.0,11,0,0,11,0,0,0,0,2.4,0.0,0.0,2.9,0.0,0.0,0.0,0.0
MN1203,1064,14,41,887,106,14,2,0,452,9,14,329,87,12,1,0,42.5,64.3,34.1,37.1,82.1,85.7,50.0,na,971,10,35,821,90,13,2,0,307,5,4,222,65,10,1,0,31.6,50.0,11.4,27.0,72.2,76.9,50.0,na,270,1,14,231,19,2,2,1,242,1,12,206,18,2,2,1,89.6,100.0,85.7,89.2,94.7,100.0,100.0,100.0,5,0,1,4,0,0,0,0,1.9,0.0,7.1,1.7,0.0,0.0,0.0,0.0
MN1292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na
MN6491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na
QN0101,1575,184,76,437,804,59,12,3,1012,135,26,232,563,48,6,2,64.3,73.4,34.2,53.1,70.0,81.4,50.0,66.7,1462,167,69,414,739,57,13,3,763,125,17,154,425,36,4,2,52.2,74.9,24.6,37.2,57.5,63.2,30.8,66.7,234,37,10,71,107,3,4,2,217,36,8,63,101,3,4,2,92.7,97.3,80.0,88.7,94.4,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN0102,664,90,157,307,88,11,9,2,282,63,43,116,46,9,4,1,42.5,70.0,27.4,37.8,52.3,81.8,44.4,50.0,633,84,148,299,82,10,9,1,166,47,11,61,37,7,3,0,26.2,56.0,7.4,20.4,45.1,70.0,33.3,0.0,162,28,41,76,16,1,0,0,145,28,37,64,15,1,0,0,89.5,100.0,90.2,84.2,93.8,100.0,na,na,2,0,1,1,0,0,0,0,1.2,0.0,2.4,1.3,0.0,0.0,na,na
QN0103,935,205,6,420,282,10,10,2,543,146,3,190,187,9,6,2,58.1,71.2,50.0,45.2,66.3,90.0,60.0,100.0,890,190,7,413,258,9,11,2,411,110,1,136,155,5,4,0,46.2,57.9,14.3,32.9,60.1,55.6,36.4,0.0,204,62,5,82,51,3,1,0,184,60,5,71,44,3,1,0,90.2,96.8,100.0,86.6,86.3,100.0,100.0,na,2,0,0,1,1,0,0,0,1.0,0.0,0.0,1.2,2.0,0.0,0.0,na
QN0104,1112,194,85,515,287,17,13,1,637,135,32,272,178,15,4,1,57.3,69.6,37.6,52.8,62.0,88.2,30.8,100.0,1097,191,82,517,276,17,13,1,461,115,17,166,146,12,4,1,42.0,60.2,20.7,32.1,52.9,70.6,30.8,100.0,232,50,16,103,53,3,4,3,209,44,14,92,50,3,3,3,90.1,88.0,87.5,89.3,94.3,100.0,75.0,100.0,1,0,1,0,0,0,0,0,0.4,0.0,6.3,0.0,0.0,0.0,0.0,0.0
QN0105,1084,209,308,429,108,18,12,0,483,156,71,173,63,16,4,0,44.6,74.6,23.1,40.3,58.3,88.9,33.3,na,1038,201,288,415,107,16,11,0,317,140,30,85,47,11,4,0,30.5,69.7,10.4,20.5,43.9,68.8,36.4,na,239,39,61,108,26,2,2,1,196,36,42,89,24,2,2,1,82.0,92.3,68.9,82.4,92.3,100.0,100.0,100.0,5,1,2,2,0,0,0,0,2.1,2.6,3.3,1.9,0.0,0.0,0.0,0.0
QN0151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na
QN0161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na
QN0201,503,136,19,119,185,36,6,2,405,126,10,81,151,33,2,2,80.5,92.6,52.6,68.1,81.6,91.7,33.3,100.0,460,127,20,115,159,31,6,2,338,115,8,60,125,25,3,2,73.5,90.6,40.0,52.2,78.6,80.6,50.0,100.0,37,11,6,11,6,3,0,0,33,9,6,9,6,3,0,0,89.2,81.8,100.0,81.8,100.0,100.0,na,na,1,1,0,0,0,0,0,0,2.7,9.1,0.0,0.0,0.0,0.0,na,na
QN0202,1930,485,27,1069,288,40,17,4,1129,364,17,486,211,37,10,4,58.5,75.1,63.0,45.5,73.3,92.5,58.8,100.0,1829,457,27,1036,254,36,16,3,852,300,7,346,160,31,7,1,46.6,65.6,25.9,33.4,63.0,86.1,43.8,33.3,353,121,7,174,41,5,2,3,328,114,7,163,35,4,2,3,92.9,94.2,100.0,93.7,85.4,80.0,100.0,100.0,4,2,0,1,1,0,0,0,1.1,1.7,0.0,0.6,2.4,0.0,0.0,0.0
QN0203,2280,935,23,1127,159,19,16,1,1367,706,8,508,116,16,12,1,60.0,75.5,34.8,45.1,73.0,84.2,75.0,100.0,2174,853,22,1133,133,17,16,0,989,552,4,327,85,11,10,0,45.5,64.7,18.2,28.9,63.9,64.7,62.5,na,446,212,4,199,24,1,2,4,414,203,3,180,21,1,2,4,92.8,95.8,75.0,90.5,87.5,100.0,100.0,100.0,8,2,0,6,0,0,0,0,1.8,0.9,0.0,3.0,0.0,0.0,0.0,0.0
QN0271,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,100.0,100.0,na,na,na,na,na,na,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,na,na,na,na,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na
QN0301,4630,1206,26,2937,367,54,36,4,2688,937,13,1374,291,47,23,3,58.1,77.7,50.0,46.8,79.3,87.0,63.9,75.0,4404,1138,26,2832,319,53,33,3,1979,821,8,853,230,47,17,3,44.9,72.1,30.8,30.1,72.1,88.7,51.5,100.0,904,264,8,562,55,2,5,8,831,249,8,507,52,2,5,8,91.9,94.3,100.0,90.2,94.5,100.0,100.0,100.0,6,0,0,6,0,0,0,0,0.7,0.0,0.0,1.1,0.0,0.0,0.0,0.0
QN0302,1815,185,118,1462,34,6,8,2,826,132,54,611,20,6,1,2,45.5,71.4,45.8,41.8,58.8,100.0,12.5,100.0,1785,173,112,1455,30,5,9,1,508,104,29,359,12,3,1,0,28.5,60.1,25.9,24.7,40.0,60.0,11.1,0.0,367,48,25,281,7,1,0,5,324,47,19,247,5,1,0,5,88.3,97.9,76.0,87.9,71.4,100.0,na,100.0,4,0,1,3,0,0,0,0,1.1,0.0,4.0,1.1,0.0,0.0,na,0.0
